ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description,species_id
Borneo,Limnonectes ingeri,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f7/Limnonectes_ingeri.JPG,Wikimedia Commons,Limnonectes ingeri is a species of frog in the family Dicroglossidae. The species is native to the island of Borneo and associated islets.,77f7689e-6227-4464-bdc0-f4509a1bf910
Borneo,Limnonectes ingeri,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f7/Limnonectes_ingeri.JPG,Wikimedia Commons,Limnonectes ingeri is a species of frog in the family Dicroglossidae. The species is native to the island of Borneo and associated islets.,8ce4704c-8e89-4eca-a5c0-1873dc5f4193
Borneo,Kurixalus appendiculatus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f1/Frilled_tree_frog_%28Rhacophorus_appendiculatus%29.jpg,Wikimedia Commons,"The frilled tree frog, rough-armed tree frog, or Southeast Asian tree frog is a species of frog in the family Rhacophoridae found in Brunei, Cambodia, India, Indonesia, Malaysia, Myanmar, the Philippines, Thailand, and Vietnam between 0 and 500 meters above sea level.",8edf9019-4eef-4a7b-bf65-08ff54223d0a
Borneo,Limnonectes macrodon,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/90/Limnon_macrod_050303_062_pncw.jpg,Wikimedia Commons,"The fanged river frog, Javan giant frog, Malaya wart frog, or stone creek frog is a species of frog in the family Dicroglossidae endemic to Sumatra and Java, Indonesia. Records from other regions are probably caused by misidentifying other species such as Limnonectes blythii as this species.",971f2fe2-a515-4fda-82c6-516da9480ab7
Borneo,Pulchrana grandocula,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/6/67/Pulchrana_grandocula%2C_female%2C_Gingoog%2C_Philippines.jpg,Wikimedia Commons,"Pulchrana grandocula, also known as the big-eyed frog, is a species of ""true frog"", family Ranidae. It is endemic to the southern Philippines and occurs on the islands of Basilan, Bohol, Camiguin Sur, Dinagat, Samar, Siargao, Bucas Grande, and Mindanao. Some populations from Mindanao formerly assigned to this species are now recognized as a separate species, Pulchrana guttmani.",9a5b9149-329e-41bd-acc4-37d7a85d3b14
Borneo,Leptobrachella juliandringi,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/14/Megophrys.nasuta.7035.jpg,Wikimedia Commons,Leptobrachella juliandringi is a species of frogs in the family Megophryidae.,9c657d72-842d-4ad6-9af7-6e300c4eb15a
Borneo,Fejervarya iskandari,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d6/Zakerana_keralensis.jpg,Wikimedia Commons,"Fejervarya iskandari is a species of frog that is endemic to Java, Indonesia.",9c87aaf3-4b0d-45ee-8917-7e0dd37a40d6
Borneo,Leptobrachella juliandringi,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/14/Megophrys.nasuta.7035.jpg,Wikimedia Commons,Leptobrachella juliandringi is a species of frogs in the family Megophryidae.,a49bfa1a-0bc3-4a4d-98fa-8e772b4db40b
Borneo,Limnonectes kuhlii,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f9/L_kuhlii_060616_7531_jbti.jpg,Wikimedia Commons,Kuhl's creek frog or large-headed frog is a species of frog in the family Dicroglossidae.,a4d06c06-128d-48b4-a7e2-ee86a85fec40
Borneo,Limnonectes khasianus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/09/Limnonectes_laticeps.jpg,Wikimedia Commons,"Limnonectes khasianus, commonly known as the corrugated frog, rivulet frog, or sometimes (ambiguously) called ""flat-headed frog"", is a species of frog in the family Dicroglossidae.
It is found in Brunei, India, Indonesia, Malaysia, Myanmar, Thailand, and also in India, Bangladesh and possibly in Bhutan. Its natural habitats are subtropical or tropical moist lowland forest, subtropical or tropical moist montane forest, rivers, intermittent rivers, freshwater marshes, and intermittent freshwater marshes. It is not considered threatened by the IUCN.",a4df619c-ae44-4904-b32d-047c531fe747
Borneo,Kaloula conjuncta,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/9/99/Kaloula_conjuncta_Amphibians_%2810.3897-BDJ.8.e56999%29_Figure_4.jpg,Wikimedia Commons,"The Philippine narrowmouth toad or the truncate-toed chorus frog is a species of frog in the family Microhylidae. It is endemic to the Philippines. Its natural habitats are subtropical or tropical dry forests, subtropical or tropical moist lowland forests, subtropical or tropical moist shrubland, subtropical or tropical seasonally wet or flooded lowland grassland, rivers, intermittent rivers, freshwater lakes, intermittent freshwater lakes, freshwater marshes, intermittent freshwater marshes, arable land, pastureland, plantations, rural gardens, heavily degraded former forest, water storage areas, ponds, irrigated land, and seasonally flooded agricultural land. It is threatened by habitat loss.",abd8ed0a-7147-4465-9547-865a084c3f37
Borneo,Limnonectes ingeri,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f7/Limnonectes_ingeri.JPG,Wikimedia Commons,Limnonectes ingeri is a species of frog in the family Dicroglossidae. The species is native to the island of Borneo and associated islets.,b28cc88d-502f-4954-a0f5-7068d07470fe
Borneo,Rhacophorus margaritifer,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/59/Rhacophorus_margaritifer.jpg,Wikimedia Commons,"Rhacophorus margaritifer, also known as the Java flying frog or Javan tree frog, is a species of frog in the family Rhacophoridae. It is endemic to Java, Indonesia. It is known from several areas in Java. It is locally known as katak-parasut jawa.",b4c24fd7-7ac9-4040-89a9-0cacae46043b
Borneo,Microhyla palmipes,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/dd/Mihyla_palmipes_120607-0085_krw.jpg,Wikimedia Commons,"The palmated chorus frog is a species of frog in the family Microhylidae. It is found in Indonesia and Malaysia.
Its natural habitats are subtropical or tropical moist lowland forests, rivers, and freshwater marshes. It is not considered threatened by the IUCN.",bb99fa3a-cb86-408f-bcd5-84dd323ae143
Borneo,Sanguirana sanguinea,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/8/88/Rana_sanguinea01.jpeg,Wikimedia Commons,"Sanguirana sanguinea is a species of frog in the family Ranidae. It is found in Sulawesi, Indonesia and Palawan, the Philippines.",bcec8796-35f2-44cc-a25e-9e09e0bb8055
Borneo,Pulchrana moellendorffi,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/b7/Rana_moellendorffi01.jpeg,Wikimedia Commons,"Pulchrana moellendorffi, also known as the Culion frog, is a species of ""true frog"", family Ranidae. It is endemic to the Palawan Island group of the Philippines. It inhabits streams and rivers in lower montane and lowland forests. It is threatened by habitat loss.",c325dd02-1707-4463-b65d-6d04eb903730
Congo Basin,Hyperolius jynx,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/54/Cameroon_physical_map.svg,Wikimedia Commons,Hyperolius jynx is a species of frog in the family Hyperoliidae.,f8d6055e-5697-4650-b26f-799384c83a30
Congo Basin,Cardioglossa manengouba,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Cardioglossa manengouba is a species of frog from the Cardioglossa genus.,02e7f417-5f9c-4ced-99c0-ed292611d779
Congo Basin,Nectophrynoides paulae,,AMPHIBIA,CR,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/6/6a/Nectophrynoides_paulae_310889369.jpg,Wikimedia Commons,Nectophrynoides paulae is a species of toad in the family Bufonidae. It is endemic to the Ukaguru Mountains of Tanzania.,8905b3e3-ba35-47f0-8d82-27d908490830
Congo Basin,Crotaphatrema lamottei,,AMPHIBIA,CR,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/5/54/Cameroon_physical_map.svg,Wikimedia Commons,"Crotaphatrema lamottei, the Mount Oku caecilian or Lamotte's caecilian, is a species of caecilian in the family Scolecomorphidae.",afe32e45-af7a-4277-8725-cf81a3f4a45e
Congo Basin,Nectophrynoides poyntoni,,AMPHIBIA,CR,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg,Wikimedia Commons,"Nectophrynoides poyntoni, also known as Poynton's forest toad, is a species of toad in the family Bufonidae.",fef53c6c-4c63-4b9e-9325-aa2db206217f
Congo Basin,Leptodactylodon wildi,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon wildi is a species of frogs in the family Arthroleptidae.,d6fa3787-aa64-473d-91ed-588537e75d8c
Congo Basin,Xenopus lenduensis,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5e/Surinam_toad_%28DFdB%29.jpg,Wikimedia Commons,"Xenopus lenduensis, the Lendu Plateau clawed frog, is a species of frog in the family Pipidae endemic to the Orientale Province of the Democratic Republic of the Congo.",1660ae51-94aa-4ff7-85c8-cd8a37f7f43a
Congo Basin,Callulina hanseni,,AMPHIBIA,CR,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/6/63/Hansen%27s_Warty_Frog%2C_Tanzania_imported_from_iNaturalist_photo_212431940.jpg,Wikimedia Commons,"Callulina hanseni, or Hansen's warty frog, is a critically endangered species of frog in the family Brevicipitidae endemic to Tanzania. It has been observed in the Nguru South Mountains. It has been observed 1790 meters above sea level.",720a084a-f916-465a-b7ad-538ca692bcb8
Congo Basin,Phrynobatrachus njiomock,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/54/Cameroon_physical_map.svg,Wikimedia Commons,Phrynobatrachus njiomock  is a species of frogs in the family Phrynobatrachidae.,36c17d7f-346b-46bd-b364-e302ad2dc184
Congo Basin,Wolterstorffina parvipalmata,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wolterstorffina_parvipalmata_%28Werner%2C_1898%29.jpg,Wikimedia Commons,"The Cameroon Wolterstorff toad or montane forest tree toad is a species of toad in the family Bufonidae. It is found on the western and southern slopes of the Cameroon Range and Yaoundé Hills in Cameroon, and on the Obudu Plateau in eastern Nigeria.
Its natural habitat is closed-canopy montane forest near streams and small waterfalls. It is threatened by habitat loss. Scientists observed it between 800 and 2000 meters above sea level. It occurs in the Cross River National Park.",11f36835-e81c-4150-a46b-85fd6a5e4271
Congo Basin,Wolterstorffina parvipalmata,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wolterstorffina_parvipalmata_%28Werner%2C_1898%29.jpg,Wikimedia Commons,"The Cameroon Wolterstorff toad or montane forest tree toad is a species of toad in the family Bufonidae. It is found on the western and southern slopes of the Cameroon Range and Yaoundé Hills in Cameroon, and on the Obudu Plateau in eastern Nigeria.
Its natural habitat is closed-canopy montane forest near streams and small waterfalls. It is threatened by habitat loss. Scientists observed it between 800 and 2000 meters above sea level. It occurs in the Cross River National Park.",8e545495-9705-415a-ba93-d6ce298f137d
Congo Basin,Wolterstorffina parvipalmata,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wolterstorffina_parvipalmata_%28Werner%2C_1898%29.jpg,Wikimedia Commons,"The Cameroon Wolterstorff toad or montane forest tree toad is a species of toad in the family Bufonidae. It is found on the western and southern slopes of the Cameroon Range and Yaoundé Hills in Cameroon, and on the Obudu Plateau in eastern Nigeria.
Its natural habitat is closed-canopy montane forest near streams and small waterfalls. It is threatened by habitat loss. Scientists observed it between 800 and 2000 meters above sea level. It occurs in the Cross River National Park.",170fb074-e338-486d-8f98-af39e1d50c80
Congo Basin,Leptodactylodon erythrogaster,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon erythrogaster is a species of frog in the family Arthroleptidae.,ce001869-e58e-405f-82a1-1e251802f514
Congo Basin,Werneria mertensiana,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria mertensiana is a species of toad in the family Bufonidae.,43be5116-47d2-4946-bba6-f097b13d3074
Congo Basin,Werneria mertensiana,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria mertensiana is a species of toad in the family Bufonidae.,f1f79e60-2c0a-408a-ba79-8e927dd2bd5c
Congo Basin,Werneria mertensiana,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria mertensiana is a species of toad in the family Bufonidae.,1f88368c-97f8-4d57-aa0e-4f10ed0322fa
Congo Basin,Werneria iboundji,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria iboundji is a species of toad in the family Bufonidae.,f1279ca9-e5ec-410f-b8ee-0b8e368071a9
Congo Basin,Werneria iboundji,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria iboundji is a species of toad in the family Bufonidae.,b82c5462-cf82-4477-88c1-7029c8fe0ced
Congo Basin,Phrynobatrachus jimzimkusi,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/1c/Phrynobatrachus_jimzimkusi.jpg,Wikimedia Commons,"Phrynobatrachus jimzimkusi is a species of frogs in the family Phrynobatrachidae. It is found in submontane and montane regions within the Cameroon volcanic line as well as the adjacent Obudu Plateau in the southeast of Nigeria. It is named after James (Jim) Zimkus by his wife, Breda Zimkus, the first author of the species description. Common name Jim Zimkus' puddle frog has been proposed for this species.",27f2e3fe-14bd-434f-89e1-171f87aedacc
Congo Basin,Bellamya jeffreysi,,GASTROPODA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/22/Viviparus_contectus01pl.jpg,Wikimedia Commons,"Bellamya jeffreysi is a species of large freshwater snail with a gill and an operculum, an aquatic gastropod mollusc in the family Viviparidae.",17d61d0c-3ef4-42f9-81a5-57856a7e03af
Congo Basin,Xenopus itombwensis,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5e/Surinam_toad_%28DFdB%29.jpg,Wikimedia Commons,Xenopus itombwensis is a species of frogs in the family Pipidae endemic to the Itombwe Massif of the South Kivu Province of the Democratic Republic of the Congo.,800b1b30-c074-487e-8d44-8d287789e62f
Congo Basin,Werneria submontana,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria submontana is a species of toad in the family Bufonidae.,c3b1e816-a09b-4fc5-9239-018bb4cfbe5b
Congo Basin,Leptodactylodon mertensi,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon mertensi is a species of frog in the family Arthroleptidae.,a19a67aa-7a19-4eff-b054-b254fde8ee3a
Congo Basin,Petropedetes juliawurstnerae,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/7/7f/The_pattern_on_the_dorsum_of_Petropedetes_juliawurstnerae.jpg,Wikimedia Commons,Petropedetes juliawurstnerae is a species of African torrent frog from Cameroon.,14a90e98-cdba-477c-b00c-6cacecf2560f
Congo Basin,Astylosternus laurenti,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/f2/Laurent%27s_Night_Frog_tadpole_cropped.jpg,Wikimedia Commons,"Astylosternus laurenti is a species of frog in the family Arthroleptidae.
It is endemic to Cameroon.
Its natural habitats are subtropical or tropical moist lowland forests and rivers.
It is threatened by habitat loss.",77d97f1d-3761-47b8-a416-e585fd227250
Congo Basin,Leptodactylodon perreti,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon perreti is a species of frog in the family Arthroleptidae.,db37fc00-592d-4697-be49-37d681e54584
Congo Basin,Hyperolius thomensis,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/b/bd/Hyperolius_thomensis.jpg,Wikimedia Commons,"Hyperolius thomensis is a species of frog in the family Hyperoliidae. It is endemic to the island of São Tomé in São Tomé and Príncipe. Common names São Tomé reed frog, São Tomé giant reed frog, and Sao Tome giant treefrog have been coined for it. It is the largest Hyperolius species.",373db2e2-0c43-4256-bd34-7db3e9e3f598
Congo Basin,Hyperolius kihangensis,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg,Wikimedia Commons,"Hyperolius kihangensis, also known as the Kihanga reed frog or  volcano reed frog, is a species of frogs in the family Hyperoliidae.",64ebbe10-b675-4da8-b8e4-913a9a2a8c11
Congo Basin,Hyperolius leleupi,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/00/Leptopelis_Barbouri.jpg,Wikimedia Commons,Hyperolius leleupi is a species of frog in the family Hyperoliidae.,fe2d5196-472c-4615-a388-534aa635ac61
Congo Basin,Probreviceps macrodactylus,,AMPHIBIA,EN,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/f/f6/Azureus256w.png,Wikimedia Commons,Probreviceps macrodactylus is a species of frog in the family Brevicipitidae.,ce7e28d8-af79-4685-9a2f-9c43cf92fd3b
Congo Basin,Werneria preussi,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria preussi is a species of toad in the family Bufonidae.,a019165f-56f2-4938-95b9-ca202068cc50
Congo Basin,Werneria preussi,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Werneria preussi is a species of toad in the family Bufonidae.,fcb163b3-61a3-4e1f-a38f-a3a9cf0e4ada
Congo Basin,Hyperolius cystocandicans,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/00/Leptopelis_Barbouri.jpg,Wikimedia Commons,Hyperolius cystocandicans is a species of frog in the family Hyperoliidae.,64ccd36e-16c9-46c6-a68d-2c60ec5a2afc
Congo Basin,Leptodactylodon ornatus,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon ornatus is a species of frog in the family Arthroleptidae.,a51b0979-1a05-43e4-9d8a-a6c400ff02d0
Congo Basin,Conraua goliath,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/d/d7/Goliath_Frog.jpg,Wikimedia Commons,"The goliath frog, otherwise known commonly as the giant slippery frog and the goliath bullfrog, is a species of frog in the family Conrauidae. The goliath frog is the largest living frog. Specimens can reach up to about 45 centimetres (18 in) in snout–vent length and 4.5 kilograms (9.9 lb) in weight. This species has a relatively small habitat range in Cameroon and Equatorial Guinea. Its numbers are dwindling due to habitat destruction, collection for food, and the pet trade.",c88642e4-9b32-4cd5-b539-3173239a91bf
Congo Basin,Leptopelis parkeri,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c7/Parkerilateral.jpg,Wikimedia Commons,"Leptopelis parkeri is a species of frog in the family Arthroleptidae. It is endemic to Tanzania and known from the Eastern Arc Mountains. Specifically, it has been recorded from Uluguru, Udzungwa, East and West Usambara, Nguru, and South Pare Mountains. Common names Parker's tree frog and Parker's forest treefrog have been coined for it. It is named after Hampton Wildman Parker, a British zoologist and herpetologist from the Natural History Museum, London.",f8783b52-e5ae-42c3-838c-a753730247fb
Congo Basin,Leptodactylodon blanci,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Leptodactylodon blanci is a species of frog in the family Arthroleptidae.,f31a0218-e498-4a64-b5e0-e7a4448f8d3d
Congo Basin,Hyperolius ademetzi,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/0/00/Leptopelis_Barbouri.jpg,Wikimedia Commons,Hyperolius ademetzi is a species of frog in the family Hyperoliidae.,4cfd3e5b-bb32-43c8-a8e6-2bac17bd123b
Congo Basin,Cardioglossa annulata,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/4/41/Cardioglossa_annulata.jpg,Wikimedia Commons,"Cardioglossa annulata, the annulated long-fingered frog, is a species of frog from the genus Cardioglossa native to Congo in elevations of 634 to 744 m. It lives in forests and wetlands in a 610 km2 (240 sq mi) area. It was scientifically described in 2015.",6a7ffb4f-dabd-4c6f-8f1f-b6a72bf08bf5
Congo Basin,Astylosternus ranoides,,AMPHIBIA,EN,Freshwater,https://upload.wikimedia.org/wikipedia/commons/f/ff/Arthroleptis_stenodactylus_%2810.3897-zse.92.9948%29_Figure_3_%28cropped%29.jpg,Wikimedia Commons,Astylosternus ranoides is a species of frog in the family Arthroleptidae.,539fc8f4-160a-467d-9971-24646dda011a
Congo Basin,Pseudotolithus senegalensis,,ACTINOPTERYGII,EN,Marine,https://upload.wikimedia.org/wikipedia/commons/6/68/Cassava_Croaker_imported_from_iNaturalist_photo_54180575_on_20_April_2022.jpg,Wikimedia Commons,"Pseudotolithus senegalensis, the cassava drum, is a large fish found on the coast of West Africa. It can grow up to a maximum length of 114 cm with a common length of about 50 cm for adults. It is known as cassava croaker or croaker in some parts of West Africa.",d88a9949-1294-4f8f-a3d2-17100bea605d
Congo Basin,Afrixalus uluguruensis,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e8/Uluguru_Banana_Frog_imported_from_iNaturalist_photo_310887653_on_15_April_2024.jpg,Wikimedia Commons,"Afrixalus uluguruensis is a species of frog in the family Hyperoliidae. Its common name is Uluguru banana frog. It is endemic to the Eastern Arc Mountains of Tanzania and known from the Kipengere Range, Mahenge, Udzungwa Scarp, Rubeho, North Uluguru, Nguru, Ukaguru, and Nguu Mountains.",307e9e33-74c2-4ef0-9a42-8a0e8701a203
Congo Basin,Mertensophryne lonnbergi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Mertensophryne lonnbergi (common name: Lönnbergs toad or Lonnbergs toad) is a species of toad in the family Bufonidae.,3d80c695-bae9-4021-97b3-ef2c11ed2282
Congo Basin,Boulengerula fischeri,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/5/5f/Boulengerula_taitanus_1.jpg,Wikimedia Commons,"Boulengerula fischeri is a species of caecilian in the family Herpelidae. It is endemic to Rwanda and only known from around its type locality near Cyangugu, southwestern Rwanda. The specific name fischeri honours Eberhard Fischer, a German botanist who has worked with Rwandan fauna and flora. Common name Fischer's African caecilian has been coined for it. Live animals have the appearance of ""live pink spaghetti"".",0fa8d386-b17f-4a36-9c07-bc87487a7812
Congo Basin,Afrixalus uluguruensis,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e8/Uluguru_Banana_Frog_imported_from_iNaturalist_photo_310887653_on_15_April_2024.jpg,Wikimedia Commons,"Afrixalus uluguruensis is a species of frog in the family Hyperoliidae. Its common name is Uluguru banana frog. It is endemic to the Eastern Arc Mountains of Tanzania and known from the Kipengere Range, Mahenge, Udzungwa Scarp, Rubeho, North Uluguru, Nguru, Ukaguru, and Nguu Mountains.",15a669fa-b71c-471e-bc5c-291d712289f1
Congo Basin,Afrixalus morerei,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/7/76/Afrixalus_morerei.jpg,Wikimedia Commons,"Afrixalus morerei is a species of frog in the family Hyperoliidae. It is endemic to the Udzungwa Mountains in Tanzania. It was originally described as a subspecies of Afrixalus septentrionalis, but is currently recognized as a full species. The specific name morerei honours Jean-Jacques Morère, a French herpetologist from the National Museum of Natural History, Paris. Its common names are Morère's spiny reed frog, Dabaga's leaf-folding frog, and Morere's banana frog.",53687ae8-ce9e-4eef-bf0c-2bfc5fbf43f4
Congo Basin,Astylosternus fallax,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/3/3f/Astylosternus_fallax_tadpole_cropped.jpg,Wikimedia Commons,"Astylosternus fallax, also known as the Fopouanga night frog, is a species of frog in the family Arthroleptidae.",ac2a36f2-367f-4115-a982-29e5dd1df328
Congo Basin,Kassina decorata,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/a/ae/Kassina_decorata01.jpg,Wikimedia Commons,"The decorated running frog is a species of frog in the family Hyperoliidae. It is endemic to Cameroon where it is known from the Bamiléké highlands and from Mount Manengouba. There is uncertainty whether it is a valid species, and it has been also considered synonym of Kassina maculosa.",fe47a065-43dc-4c8a-8b59-21b276735a30
Congo Basin,Hyperolius minutissimus,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c3/Hyperolius_minutissimus.gif,Wikimedia Commons,Hyperolius minutissimus is a species of frog in the family Hyperoliidae. Its common names are tiny reed frog and dwarf reed frog. It is endemic to Tanzania and known from the Udzungwa Mountains and from near Njombe in the Southern Highlands.,3545e68d-1ed6-41f3-be53-7ab2b2998155
Congo Basin,Didynamipus sjostedti,,AMPHIBIA,VU,Terrestrial,https://upload.wikimedia.org/wikipedia/commons/0/07/Didynamipus_sjostedti01.jpg,Wikimedia Commons,"The four-digit toad or dwarf toad is a species of toad in the family Bufonidae. It is found in Bioko, southwestern Cameroon, and southeastern Nigeria. It is the only species in the genus Didynamipus.",9993c7ef-a2dd-4305-83b0-698514a18cfb
Congo Basin,Sclerophrys villiersi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Sclerophrys villiersi is a species of toad in the family Bufonidae.,5e6a80e5-5b67-4773-baf8-e2a29e9f48a5
Congo Basin,Sclerophrys villiersi,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bufo_periglenes2.jpg,Wikimedia Commons,Sclerophrys villiersi is a species of toad in the family Bufonidae.,f1c6070b-7b27-4278-b9a1-42966e7a245e
Congo Basin,Petropedetes newtonii,,AMPHIBIA,VU,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c0/Petropedetes_newtonii_%2810.3897-zookeys.765.24764%29_Figure_8.jpg,Wikimedia Commons,"Petropedetes newtonii is a species of frog in the family Petropedetidae. It is found in the island of Bioko and in coastal Cameroon. It has been confused with Petropedetes vulpiae and Petropedetes johnstoni, and also considered a synonym of the latter. Because the holotype of Petropedetes newtonii is lost, a neotype was designated in 2018. Common name Newton's water frog has been coined for it.",60133329-ac1c-4f2e-b90d-c47fbd44be89
