ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description,species_id
Arctic Terrestrial,Lissotriton helveticus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e7/Lissotriton_helveticus_%2818501796441%29.jpg,Wikimedia Commons,"The palmate newt is a species of newt found in Western Europe, from Great Britain to the northern Iberian Peninsula. It is 5–9.5 cm (2.0–3.7 in) long and olive or brown with some dark spots. The underside is yellow to orange, and the throat, unlike in the similar smooth newt, always unspotted. A dark stripe runs along the head and through the eyes. Breeding males develop a distinct filament on the end of their tail, strongly webbed hind feet, and a low, smooth crest on their back.",59f6d3eb-1682-47b7-9d35-39846c1804fc
Arctic Terrestrial,Umbrina canariensis,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/a/aa/Umbrina_canariensis.jpg,Wikimedia Commons,"Umbrina canariensis, the Canary drum, is a warm-water marine fish of the family Sciaenidae which is found in the western Mediterranean, eastern Atlantic Ocean and western Indian Ocean. Other English vernacular names are tesselfish, baardman, checker drum, common baardman, tasselfish and bellman.",5b06e263-75a3-4ece-8ff1-c65c83a4fada
Arctic Terrestrial,Xenopus laevis,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/b4/Xenopus_laevis_02.jpg,Wikimedia Commons,"The African clawed frog, also known as simply xenopus, African clawed toad, African claw-toed frog or the platanna) is a species of African aquatic frog of the family Pipidae. Its name is derived from the short black claws on its feet. The word Xenopus means 'strange foot' and laevis means 'smooth'.",5b5bf5ac-3fc1-47f9-a910-d3b7ccf1b707
Arctic Terrestrial,Bufo spinosus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bufo_spinosus%2C_Assif_M%27Goun%2C_Haut_Atlas_Central%2C_Maroc_%2848493472682%29.jpg,Wikimedia Commons,"The spiny toad, spiny common toad, or giant toad is a species of toad native to the Iberian Peninsula, southern France, extreme northwestern Italy, and North Africa. There is an isolated population in Jersey in the Channel Islands which may be a distinct species, the Jersey Toad. For much of the 20th century, it was considered either a synonym or a subspecies of common toad Bufo bufo, but it is now classified as a separate species.",5da5849b-8577-42ce-b6e7-cd88acb521e0
Arctic Terrestrial,Rana arvalis,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/6/66/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%BC%D0%BE%D1%80%D0%B4%D1%8B%D0%B9_%D0%BB%D1%8F%D0%B3%D1%83%D1%88%D0%BE%D0%BD%D0%BE%D0%BA%2C_%D0%94%D1%83%D0%B1%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D1%83%D1%87%D0%B5%D0%B9.jpg,Wikimedia Commons,"The moor frog is a slim, reddish-brown, semiaquatic amphibian native to Europe and Asia. Moor frogs are known for their ability to freeze solid and survive thawing. The frog makes use of various cryoprotectants i.e. antifreeze that decrease its internal freezing temperature. The species is distributed over a large range, covering a significant portion of Eurasia. Male moor frogs are known to turn blue temporarily during the height of mating season. This coloration is assumed to signal a mate's fitness. Moor frogs typically mate through multimale amplexus a form of polyandry.",60c99760-e78f-420b-a7f6-305c620e34fe
Arctic Terrestrial,Ophisurus serpens,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/7/71/Ophisurus_serpens1.jpg,Wikimedia Commons,"The serpent eel or sand snake-eel is an eel found in the eastern Atlantic Ocean, western Mediterranean Sea, western Indian Ocean, western Pacific Ocean and the north-east and west coast of North Island in New Zealand. It is an elongated, slender fish with a length of up to 250 centimetres. It spends the day with its body immersed in the sediment, emerging into the open water at night.",61e3e931-6bbf-4d29-a936-5175f358f342
Arctic Terrestrial,Lissotriton montandoni,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/ba/Lissotriton_montandoni01.jpg,Wikimedia Commons,"The Carpathian newt, or Montandon's newt, is a species of salamander in the family Salamandridae found in Czech Republic, Poland, Romania, Slovakia, and Ukraine.",67cfb9ab-edc8-4b7a-bd0b-b47b22cdbc14
Arctic Terrestrial,Orconectes immunis,,MALACOSTRACA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e0/Orconectes_immunis_Kalikokrebs_calico_crayfish.JPG,Wikimedia Commons,"Faxonius immunis is a species of crayfish in the family Cambaridae. It is native to North America and it is an introduced species in Europe, where it lives along the Upper Rhine. Its common names include calico crayfish and papershell crayfish.",68830fdc-2c1b-4942-8622-1ee31bdc456c
Arctic Terrestrial,Nettastoma melanurum,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/a/ae/Nettastoma_melanurum.jpg,Wikimedia Commons,The blackfin sorcerer is a species of saltwater eel in the family Nettastomatidae of the order Anguilliformes. It is found only in the Atlantic Ocean and the Mediterranean Sea.,72aca09f-2593-4043-9d28-71a0b97e9d85
Arctic Terrestrial,Ilyophis blachei,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/a/ac/Anguilla_anguilla_%28Pieni%29.jpg,Wikimedia Commons,Ilyophis blachei is an eel in the family Synaphobranchidae (cutthroat eels).,753b0975-bf98-4a9c-b6e0-46f1f6a34f72
Arctic Terrestrial,Procambarus clarkii,,MALACOSTRACA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/1a/Procambarus_clarkii.jpg,Wikimedia Commons,"Procambarus clarkii, known variously as the red swamp crayfish, Louisiana crawfish or mudbug, is a species of cambarid crayfish native to freshwater bodies of northern Mexico, and southern and southeastern United States, but also introduced elsewhere, where it is often an invasive pest.",7c7c5d41-75cb-4717-b4df-7ec49daf35a2
Arctic Terrestrial,Conger conger,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/e/e5/European_conger.jpg,Wikimedia Commons,"The European conger is a species of conger of the family Congridae. It is the heaviest eel in the world and native to the northeast Atlantic, including the Mediterranean Sea.",7e2775e0-6b5d-4d5b-a6db-ee07cf45bb67
Arctic Terrestrial,Orconectes propinquus,,MALACOSTRACA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e4/Crayfishbreeding.jpg,Wikimedia Commons,"Faxonius propinquus, the Northern clearwater crayfish, is a species of crayfish in the family Cambaridae found in Ontario, Quebec and the Northeastern and Midwestern United States.",810da6d9-60f5-49b7-925e-92f249efdf1e
Arctic Terrestrial,Lissotriton montandoni,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/b/ba/Lissotriton_montandoni01.jpg,Wikimedia Commons,"The Carpathian newt, or Montandon's newt, is a species of salamander in the family Salamandridae found in Czech Republic, Poland, Romania, Slovakia, and Ukraine.",8385a3e6-6f36-4bcf-85d0-4b1b5b999359
Arctic Terrestrial,Mytilopsis leucophaeata,,BIVALVIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/2/2d/Mytilopsis_leucophaeata.jpg,Wikimedia Commons,"Mytilopsis leucophaeata is a species of small bivalve mollusc in the false mussel family, Dreissenidae. It is commonly known as Conrad's false mussel or the dark false mussel.",87a3670c-422a-48cf-9fba-ec12602df8f3
Arctic Terrestrial,Cambarus bartonii,,MALACOSTRACA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e7/Cambarus_bartonii_08-01-20_0799_%2850190193252%29.jpg,Wikimedia Commons,"Cambarus bartonii is a species of crayfish native to eastern North America, where it is called the common crayfish or Appalachian brook crayfish.",88a73d1d-7c72-49a2-a852-b3cad0a257a6
Arctic Terrestrial,Saccopharynx ampullaceus,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/4/49/Saccopharynx_ampullaceus_drawing.jpg,Wikimedia Commons,"Saccopharynx ampullaceus, referred to as the gulper eel, gulper, taillight gulper or pelican-fish, is an ocean-dwelling eel found in the North Atlantic Ocean. They are found up to a depth of 3,000 m (9,800 ft). These fish are rarely observed, so little information is currently known about their habits or full distribution.",8a63c298-fc16-4671-836b-685a05b7ae02
Arctic Terrestrial,Haptenchelys texis,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/a/ac/Anguilla_anguilla_%28Pieni%29.jpg,Wikimedia Commons,Haptenchelys texis is a species of deep-water eel in the family Synaphobranchidae.,8df7647a-708f-41b2-96ce-4dfe96420704
Arctic Terrestrial,Bombina variegata,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/6/63/Bombina_variegata_Weinsberg_20070707_3_crop.jpg,Wikimedia Commons,"The yellow-bellied toad belongs to the order Anura, the archaeobatrachial family Bombinatoridae, and the genus of fire-bellied toads. The toad is distributed mainly across western Europe as well as a handful of countries in eastern Europe. While the population of the toad is steadily decreasing over time, its numbers are not critical enough to be considered threatened or extinct. Conservation efforts in Germany are taking place to remedy the declining population before it is too late.",916f0d72-c678-431f-b355-2dbcaace521f
Arctic Terrestrial,Triturus cristatus,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e0/Kammmolchmaennchen.jpg,Wikimedia Commons,"The northern crested newt, great crested newt or warty newt is a newt species native to Great Britain, northern and central continental Europe and parts of Western Siberia. It is a large newt, with females growing up to 16 cm (6.3 in) long. Its back and sides are dark brown, while the belly is yellow to orange with dark blotches. Males develop a conspicuous jagged crest on their back and tail during the breeding season.",95854e63-e665-4ffd-b770-9fd924b8f38f
Arctic Terrestrial,Avocettina infans,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/0/03/Avocettina_gilli.jpg,Wikimedia Commons,"The avocet snipe eel is a snipe eel of the family Nemichthyidae, found in all oceans except the Mediterranean and the eastern Pacific, at depths between 50 and 4,500 m. Their length is up to 75 centimetres (2.46 ft).",97614b33-86a4-42b6-ba07-af356d2cf3ad
Arctic Terrestrial,Rana arvalis,,AMPHIBIA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/6/66/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%BC%D0%BE%D1%80%D0%B4%D1%8B%D0%B9_%D0%BB%D1%8F%D0%B3%D1%83%D1%88%D0%BE%D0%BD%D0%BE%D0%BA%2C_%D0%94%D1%83%D0%B1%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D1%83%D1%87%D0%B5%D0%B9.jpg,Wikimedia Commons,"The moor frog is a slim, reddish-brown, semiaquatic amphibian native to Europe and Asia. Moor frogs are known for their ability to freeze solid and survive thawing. The frog makes use of various cryoprotectants i.e. antifreeze that decrease its internal freezing temperature. The species is distributed over a large range, covering a significant portion of Eurasia. Male moor frogs are known to turn blue temporarily during the height of mating season. This coloration is assumed to signal a mate's fitness. Moor frogs typically mate through multimale amplexus a form of polyandry.",9857b75c-8db2-4100-9593-646d26a48742
Arctic Terrestrial,Pisodonophis semicinctus,,ACTINOPTERYGII,LC,Marine,https://upload.wikimedia.org/wikipedia/commons/5/53/Pisodonophis_semicinctus.jpg,Wikimedia Commons,"Pisodonophis semicinctus is an eel in the family Ophichthidae. First described by John Richardson in 1848., it is a marine, subtropical eel which is known in the eastern Atlantic Ocean from Gibraltar to Angola. It was first recorded in the Mediterranean Sea in 1958 off Algeria and is now found on both shores of the western Basin. It dwells at a depth range of 10 to 30 m and inhabits the continental shelf, where it forms burrows in sand and mud. Males can reach a maximum total length of 80 cm, but more commonly reach a TL of 60 cm.",9a809edf-9a7d-47c0-93a5-1ba45b73ce8f
Arctic Terrestrial,Orconectes virilis,,MALACOSTRACA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/c/ca/Northern_Crayfish%2C_Rideau_River_1.jpg,Wikimedia Commons,"Faxonius virilis is a species of crayfish known as the virile crayfish, northern crayfish, eastern crayfish, and lesser known as the lake crayfish or common crawfish. Faxonius virilis was reclassified in August 2017, and the genus was changed from Orconectes to Faxonius. It is native to the central United States, east to tributaries of Lake Erie, Lake Ontario, Lake Champlain and the St. Lawrence River in New York and to much of Canada.",9a987787-e344-496c-bc54-00d52b117ca7
Arctic Terrestrial,Orconectes limosus,,MALACOSTRACA,LC,Freshwater,https://upload.wikimedia.org/wikipedia/commons/e/e3/Kamberkrebs_spiny-cheek_crayfish_Orconectes_limosus_male.jpg,Wikimedia Commons,"Faxonius limosus, synonym Orconectes limosus, is a species of crayfish in the family Cambaridae. It is native to the east coast of North America, from Quebec to the lower James River, Virginia, but has also been introduced to Europe. It is known commonly as the spinycheek crayfish or Kamberkrebs in German.",9cced851-bee3-4835-8259-6246d6ea5c64
Borneo,Leptophryne cruentata,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/7/7f/Leptophryne_cruentata_2011_stamp_of_Indonesia.jpg,Wikimedia Commons,"The bleeding toad, fire toad or Indonesian tree toad is a species of true toad in the amphibian family Bufonidae, endemic to Java, Indonesia. L. javanica was, formerly, synonymous with the bleeding toad prior to its description as a distinct species in 2018, although the degree of differentiation between these species is low. The bleeding toad is listed as a critically endangered species due to a drastic population decline. The factors behind this decline are unclear, but appear consistent with the global spread of chytrid fungus, a particularly lethal fungal spore for frogs and toads; once infected, the animals develop a condition known as chytridiomycosis before ultimately dying. it is estimated there are less than 250 individuals of the species.",9be891d2-668c-47b2-bc8f-8ddb992f039b
Borneo,Leptophryne cruentata,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/7/7f/Leptophryne_cruentata_2011_stamp_of_Indonesia.jpg,Wikimedia Commons,"The bleeding toad, fire toad or Indonesian tree toad is a species of true toad in the amphibian family Bufonidae, endemic to Java, Indonesia. L. javanica was, formerly, synonymous with the bleeding toad prior to its description as a distinct species in 2018, although the degree of differentiation between these species is low. The bleeding toad is listed as a critically endangered species due to a drastic population decline. The factors behind this decline are unclear, but appear consistent with the global spread of chytrid fungus, a particularly lethal fungal spore for frogs and toads; once infected, the animals develop a condition known as chytridiomycosis before ultimately dying. it is estimated there are less than 250 individuals of the species.",c61954b0-ca6e-43ef-87f7-ed6e8716321f
Borneo,Leptobrachium kantonishikawai,,AMPHIBIA,CR,Freshwater,https://upload.wikimedia.org/wikipedia/commons/1/14/Megophrys.nasuta.7035.jpg,Wikimedia Commons,Leptobrachium kantonishikawai is a species of frogs in the family Megophryidae from Borneo.,b140bb98-b1c8-4f57-9d4a-fdc0a4d10d45
